   0.0000000e+00  -4.8283137e+00  -5.1082562e-01
   0.0000000e+00  -4.8283137e+00  -5.1082562e-01
   0.0000000e+00  -4.8283137e+00  -5.1082562e-01
   0.0000000e+00  -4.8283137e+00  -5.1082562e-01
   0.0000000e+00  -4.8283137e+00  -5.1082562e-01
   0.0000000e+00  -4.8283137e+00  -5.1082562e-01
   0.0000000e+00  -4.8283137e+00  -5.1082562e-01
   0.0000000e+00  -4.8283137e+00  -5.1082562e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
   6.1137368e-03  -4.8978502e+00  -6.5207645e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -7.5381647e-02  -4.9686622e+00  -6.5941847e-01
  -1.5544404e-01  -4.8874036e+00  -5.0506606e-01
  -1.5544404e-01  -4.8874036e+00  -5.0506606e-01
  -1.5544404e-01  -4.8874036e+00  -5.0506606e-01
  -1.5544404e-01  -4.8874036e+00  -5.0506606e-01
  -1.5544404e-01  -4.8874036e+00  -5.0506606e-01
  -1.5544404e-01  -4.8874036e+00  -5.0506606e-01
