   7.0685930e+00   9.0100575e+00   1.1050074e+01   1.3228848e+01   1.4609332e+01
   1.0453057e+01   1.3312126e+01   1.6880931e+01   1.8202724e+01   1.8817054e+01
   1.2445256e+01   1.4510839e+01   1.6097977e+01   1.6856327e+01   1.7595582e+01
   1.1011499e+01   1.2063773e+01   1.2769642e+01   1.3637194e+01   1.5466924e+01
   1.4554611e+01   1.6627597e+01   1.8523136e+01   1.9869186e+01   2.0510423e+01
   8.1186423e+00   8.7030058e+00   9.4922775e+00   1.0213929e+01   1.0766160e+01
   5.1888750e+00   6.0789417e+00   8.1544108e+00   9.3753459e+00   1.1214627e+01
   1.3093294e+01   1.4986838e+01   1.6217152e+01   1.7118733e+01   1.8188713e+01
   6.5634646e+00   7.6319250e+00   1.0390676e+01   1.1866148e+01   1.2785273e+01
   1.1868013e+01   1.3914709e+01   1.5628567e+01   1.6903195e+01   1.7653908e+01
   1.5750868e+01   1.6869850e+01   1.7796907e+01   1.8470391e+01   1.9286055e+01
   8.9741004e+00   1.3081647e+01   1.7251032e+01   1.8468165e+01   1.9605492e+01
   5.3399441e+00   7.5971937e+00   1.2890281e+01   1.3997222e+01   1.5903316e+01
   8.1952206e+00   1.0025271e+01   1.1417509e+01   1.2355989e+01   1.3356383e+01
   1.0574493e+01   1.3387127e+01   1.6949732e+01   1.8508134e+01   1.9407973e+01
   1.2621808e+01   1.4552925e+01   1.6010066e+01   1.7160678e+01   1.8997027e+01
   6.1074970e+00   8.0286692e+00   1.2124482e+01   1.4121389e+01   1.5326559e+01
   1.2167480e+01   1.3558026e+01   1.6354267e+01   1.9796660e+01   2.1476147e+01
   5.4306088e+00   6.1020225e+00   7.8650200e+00   1.2605410e+01   1.6530458e+01
   1.5920646e+01   1.7223519e+01   1.8387755e+01   1.9288804e+01   2.0195629e+01
   1.3954308e+01   1.4792870e+01   1.5749806e+01   1.6665899e+01   1.7460918e+01
   1.8070286e+01   1.9941391e+01   2.1239422e+01   2.2208671e+01   2.2935849e+01
   5.7217240e+00   7.8379650e+00   1.0249148e+01   1.1757101e+01   1.2811741e+01
   7.8214003e+00   8.5422323e+00   9.1757119e+00   9.6529047e+00   1.0198444e+01
   6.7720794e+00   8.1184265e+00   9.3800142e+00   1.1453579e+01   1.5568143e+01
   6.5422384e+00   8.6120537e+00   1.0249296e+01   1.1618360e+01   1.3299578e+01
   1.2859325e+01   1.4744898e+01   1.5646985e+01   1.6635562e+01   1.8077407e+01
   7.5236242e+00   9.0942016e+00   1.0249492e+01   1.1493717e+01   1.2606257e+01
   1.7899798e+01   1.8966931e+01   2.0298944e+01   2.1364747e+01   2.1922047e+01
   8.9014932e+00   1.1555010e+01   1.4170678e+01   1.5810797e+01   1.7333108e+01
