   8.3752341e+00   9.7749351e+00   1.0899237e+01   1.1517277e+01   1.2477671e+01
   6.6437588e+00   7.3614269e+00   8.0518228e+00   8.4694276e+00   8.9914902e+00
   9.6400434e+00   1.0801305e+01   1.1511803e+01   1.2217786e+01   1.2972106e+01
   7.2395086e+00   7.9579925e+00   8.3727022e+00   8.7770453e+00   9.0842694e+00
   7.2298312e+00   8.5791403e+00   9.3566413e+00   9.7981139e+00   1.0405236e+01
   8.5943505e+00   1.0182808e+01   1.1188088e+01   1.1629973e+01   1.2354518e+01
   6.4813077e+00   7.2017172e+00   7.6848114e+00   8.2198178e+00   8.8196370e+00
   1.2081406e+01   1.3167000e+01   1.4013164e+01   1.4567917e+01   1.5106250e+01
   7.6850265e+00   8.4276048e+00   8.8546503e+00   9.2430877e+00   9.6430404e+00
   9.7524092e+00   1.0220222e+01   1.0644861e+01   1.1054785e+01   1.1463698e+01
   6.0893907e+00   6.7038844e+00   7.1384486e+00   7.3168300e+00   7.4972805e+00
   6.0880271e+00   6.6347949e+00   7.0455808e+00   7.4473740e+00   8.0015021e+00
   5.9383819e+00   7.0045683e+00   7.4674163e+00   8.1032080e+00   8.9238338e+00
   6.6080815e+00   7.1825585e+00   7.6349920e+00   8.0817168e+00   8.4151677e+00
   5.2375015e+00   6.3352692e+00   7.2734896e+00   8.1951332e+00   9.0086342e+00
   8.0377378e+00   9.4364397e+00   1.0177290e+01   1.1029984e+01   1.1525175e+01
   7.0075454e+00   7.7850949e+00   8.5885624e+00   9.2970972e+00   9.9523357e+00
   5.5089615e+00   6.1104721e+00   6.6755268e+00   7.0113061e+00   7.3868166e+00
   5.2745038e+00   5.7499287e+00   6.0731308e+00   6.4305077e+00   6.8086494e+00
   9.8592068e+00   1.0240508e+01   1.0636282e+01   1.1048660e+01   1.1423714e+01
   1.0651529e+01   1.1198268e+01   1.1513768e+01   1.1776857e+01   1.1971369e+01
   6.5574280e+00   7.2936991e+00   7.8361311e+00   8.1388740e+00   8.5900804e+00
   1.0758045e+01   1.1691935e+01   1.2378589e+01   1.2803798e+01   1.3283825e+01
   9.3261655e+00   1.0760161e+01   1.1430205e+01   1.2280177e+01   1.2914164e+01
   9.9011581e+00   1.1421087e+01   1.2560259e+01   1.3436398e+01   1.3888105e+01
   5.9268725e+00   6.4946787e+00   6.8439450e+00   7.3614076e+00   7.8498743e+00
   9.4194577e+00   1.0163032e+01   1.0644562e+01   1.1083789e+01   1.1400272e+01
   1.1448727e+01   1.2176305e+01   1.2635788e+01   1.3096043e+01   1.3650986e+01
   5.6469946e+00   6.2528574e+00   6.6983841e+00   7.0979740e+00   7.7705976e+00
   1.2394668e+01   1.3574723e+01   1.4332359e+01   1.4932660e+01   1.5455927e+01
