   1.5625000e+00   1.0202417e+02   4.3710289e+00   6.0942634e+00  -1.0080645e-03  -2.0161290e-03   8.8432419e-01   7.8633544e-01  -1.7562995e-02
   1.5625000e+00   1.8456752e+01   4.3710289e+00   6.9234464e+00  -1.0080645e-03  -2.0161290e-03   8.4657800e-01   6.1048058e-01   4.6709787e-01
   1.5625000e+00   3.1250000e+00   4.3710289e+00   5.7477994e+00  -1.0080645e-03  -2.0161290e-03  -1.0080645e-03  -2.0161290e-03   1.0000000e+00
   1.5625000e+00   5.2297280e+00   4.3710289e+00   5.9413419e+00  -1.0080645e-03  -2.0161290e-03   4.5210526e-01   1.3653854e-01   8.8779140e-01
   1.6490073e+01   3.1250000e+00   3.7713378e+00   5.7477994e+00  -4.8192156e-03  -1.5333429e-02  -1.0080645e-03  -2.0161290e-03   9.3866066e-01
   1.5625000e+00   3.1250000e+00   4.3710289e+00   5.7477994e+00  -1.0080645e-03  -2.0161290e-03  -1.0080645e-03  -2.0161290e-03   1.0000000e+00
   1.5625000e+00   1.5537224e+01   4.3710289e+00   6.7670116e+00  -1.0080645e-03  -2.0161290e-03   8.2986518e-01   5.9816609e-01   5.2322786e-01
   1.5625000e+00   3.1250000e+00   4.3710289e+00   5.7477994e+00  -1.0080645e-03  -2.0161290e-03  -1.0080645e-03  -2.0161290e-03   1.0000000e+00
   1.5625000e+00   8.6183176e+01   4.3710289e+00   7.0286312e+00  -1.0080645e-03  -2.0161290e-03   9.2910382e-01   8.3531066e-01   7.5087241e-02
   1.5625000e+00   4.4553582e+01   4.3710289e+00   1.0215784e+01  -1.0080645e-03  -2.0161290e-03   3.7858217e-01   1.1854952e-01   6.1201961e-02
   1.5625000e+00   9.3004059e+00   4.3710289e+00   6.3843362e+00  -1.0080645e-03  -2.0161290e-03   7.0395711e-01   3.8145614e-01   6.8052559e-01
   1.5625000e+00   3.0763707e+01   4.3710289e+00   7.0864390e+00  -1.0080645e-03  -2.0161290e-03   8.9271784e-01   7.2241673e-01   3.6553429e-01
   1.7500000e+00   1.0768015e+02   4.3775813e+00   6.8306970e+00   1.1748872e-01  -2.5123052e-03   8.8671267e-01   7.7676350e-01  -4.9149220e-03
   1.5625000e+00   3.1250000e+00   4.3710289e+00   5.7477994e+00  -1.0080645e-03  -2.0161290e-03  -1.0080645e-03  -2.0161290e-03   1.0000000e+00
   1.5625000e+00   9.5831687e+00   4.3710289e+00   6.3577830e+00  -1.0080645e-03  -2.0161290e-03   7.0910336e-01   4.0625090e-01   6.8748660e-01
   1.5625000e+00   3.1250000e+00   4.3710289e+00   5.7477994e+00  -1.0080645e-03  -2.0161290e-03  -1.0080645e-03  -2.0161290e-03   1.0000000e+00
   1.5625000e+00   3.1413870e+00   4.3710289e+00   5.7474895e+00  -1.0080645e-03  -2.0161290e-03   4.2255908e-03  -2.0379624e-03   9.9998626e-01
   1.5625000e+00   7.6146567e+01   4.3710289e+00   7.0334598e+00  -1.0080645e-03  -2.0161290e-03   9.2927952e-01   8.2372366e-01   1.2931812e-01
   1.5625000e+00   4.0505966e+00   4.3710289e+00   5.7812612e+00  -1.0080645e-03  -2.0161290e-03   2.2504263e-01   5.6543437e-02   9.7396096e-01
   1.5625000e+00   5.0667456e+00   4.3710289e+00   5.9643009e+00  -1.0080645e-03  -2.0161290e-03   4.5040789e-01   7.0896601e-02   8.7914137e-01
   1.5625000e+00   1.1999155e+01   4.3710289e+00   6.5154353e+00  -1.0080645e-03  -2.0161290e-03   7.7188640e-01   5.1839900e-01   6.1831965e-01
   1.5625000e+00   6.7117910e+01   4.3710289e+00   7.2287214e+00  -1.0080645e-03  -2.0161290e-03   9.2963391e-01   8.1645574e-01   1.6167147e-01
   1.6268017e+00   1.1787100e+02   4.3700791e+00   7.1266705e+00   4.0044239e-02  -2.1875867e-03   8.7055634e-01   7.7555693e-01  -7.9290571e-02
   1.5625000e+00   1.6361571e+01   4.3710289e+00   6.8870330e+00  -1.0080645e-03  -2.0161290e-03   8.4503332e-01   6.1106553e-01   4.8791117e-01
   1.5625000e+00   9.4306939e+01   4.3710289e+00   6.2224459e+00  -1.0080645e-03  -2.0161290e-03   9.1327757e-01   8.1324012e-01   4.6323728e-02
   1.5625000e+00   3.1260236e+00   4.3710289e+00   5.7477784e+00  -1.0080645e-03  -2.0161290e-03  -6.8118093e-04  -2.0174925e-03   9.9999995e-01
   1.5625000e+00   6.6429483e+00   4.3710289e+00   6.1275529e+00  -1.0080645e-03  -2.0161290e-03   5.8226942e-01   2.1478162e-01   7.9662428e-01
   1.5625000e+00   3.2188081e+00   4.3710289e+00   5.7467666e+00  -1.0080645e-03  -2.0161290e-03   2.8950020e-02  -2.1412059e-03   9.9954934e-01
   5.6163025e+01   3.1639380e+00   6.5480253e+00   5.7471526e+00   8.8404166e-01   7.6207572e-01   1.1429230e-02  -2.0680260e-03  -4.5731913e-02
   1.6250000e+00   7.3078558e+01   4.3700602e+00   7.1215120e+00   3.8896208e-02  -2.1827857e-03   9.3398802e-01   8.3419182e-01   1.5327785e-01
   1.5625000e+00   5.8787759e+01   4.3710289e+00   7.1055475e+00  -1.0080645e-03  -2.0161290e-03   9.3019006e-01   8.1764118e-01   2.1551016e-01
   1.5625000e+00   1.6584631e+02   4.3710289e+00   8.2655874e+00  -1.0080645e-03  -2.0161290e-03   8.0015504e-01   7.1203136e-01  -1.9273078e-01
   1.5625000e+00   1.3499829e+03   4.3710289e+00   1.2491160e+01  -1.0080645e-03  -2.0161290e-03   5.7508834e-01   5.0832325e-01  -4.4227994e-01
   1.5625000e+00   6.5430804e+01   4.3710289e+00   7.1626662e+00  -1.0080645e-03  -2.0161290e-03   9.2985026e-01   8.1505046e-01   1.7567814e-01
   1.5625000e+00   1.1674549e+02   4.3710289e+00   5.8829545e+00  -1.0080645e-03  -2.0161290e-03   8.4201834e-01   7.5107106e-01  -1.6152870e-01
   1.5625000e+00   9.9778120e+01   4.3710289e+00   6.2947331e+00  -1.0080645e-03  -2.0161290e-03   8.8381868e-01   7.6567633e-01   1.7411988e-03
   2.5945161e+01   8.8842794e+00   9.4681322e+00   6.7255492e+00   2.0159221e-01   3.4466866e-02   4.5213642e-01   4.3327536e-01   8.1989595e-01
   1.5625000e+00   4.3832817e+01   4.3710289e+00   7.1138952e+00  -1.0080645e-03  -2.0161290e-03   9.2185711e-01   7.9520978e-01   2.9248931e-01
   1.5625000e+00   1.0181403e+02   4.3710289e+00   6.0190725e+00  -1.0080645e-03  -2.0161290e-03   8.7539747e-01   7.5832224e-01  -1.6344109e-02
   7.3705204e+04   3.2163290e+00   2.4295154e+01   5.7467707e+00   6.2159830e-01   3.8298779e-01   2.8158917e-02  -2.1378999e-03  -7.3372565e-02
