   1.8739922e+01   2.0449853e+01   2.1391641e+01   2.1970896e+01   2.2157135e+01
   9.8167248e+00   1.1358492e+01   1.2436238e+01   1.3446215e+01   1.4367284e+01
   6.9423930e+00   8.8695167e+00   1.0197236e+01   1.1406803e+01   1.2489869e+01
   7.6810786e+00   1.1110353e+01   1.2854461e+01   1.4396164e+01   1.5846776e+01
   1.1895331e+01   1.3917665e+01   1.5262966e+01   1.6406815e+01   1.7568350e+01
   8.2800629e+00   1.0510225e+01   1.2733864e+01   1.4518411e+01   1.5875185e+01
   8.3663465e+00   9.9264186e+00   1.1852141e+01   1.3490167e+01   1.4877084e+01
   1.0187686e+01   1.1605340e+01   1.2841058e+01   1.4692344e+01   1.7115539e+01
   9.2936275e+00   1.1179328e+01   1.3231789e+01   1.4796625e+01   1.6222964e+01
   1.0129184e+01   1.2490146e+01   1.5229068e+01   1.8529722e+01   2.0117828e+01
   1.4480202e+01   1.7506039e+01   1.9303510e+01   2.0258210e+01   2.0966338e+01
   1.5101577e+01   1.7346826e+01   1.8586931e+01   1.9620627e+01   2.0169902e+01
   7.5269315e+00   1.0180461e+01   1.1614352e+01   1.2588163e+01   1.3550087e+01
   1.0190660e+01   1.1563642e+01   1.2615362e+01   1.3512645e+01   1.4439552e+01
   9.0108146e+00   1.2059123e+01   1.3735126e+01   1.5676743e+01   1.7982602e+01
   7.6821470e+00   9.8207125e+00   1.1854614e+01   1.3587313e+01   1.5152130e+01
   8.3202343e+00   1.0412287e+01   1.2510536e+01   1.3982761e+01   1.5078942e+01
   1.0587687e+01   1.1835221e+01   1.2782406e+01   1.3738447e+01   1.4858969e+01
   8.0133345e+00   1.0421998e+01   1.3100187e+01   1.5834874e+01   1.7832853e+01
   1.2584207e+01   1.4812721e+01   1.6276437e+01   1.7354230e+01   1.8322948e+01
   9.4486651e+00   1.1265630e+01   1.3621591e+01   1.5943960e+01   1.7699465e+01
   1.1054755e+01   1.2637808e+01   1.4019870e+01   1.5392082e+01   1.6468326e+01
   1.4365255e+01   1.7280625e+01   1.8726858e+01   1.9735349e+01   2.0536146e+01
   6.5109955e+00   1.0938201e+01   1.2078445e+01   1.2948608e+01   1.3921998e+01
   1.4114351e+01   1.5684268e+01   1.6933126e+01   1.8007512e+01   1.8883730e+01
   6.9728733e+00   1.0291143e+01   1.2712990e+01   1.5218268e+01   1.6827577e+01
   1.2283667e+01   1.4921075e+01   1.7273201e+01   1.8630870e+01   2.0011043e+01
   1.0087094e+01   1.1922690e+01   1.3849406e+01   1.5725016e+01   1.7322045e+01
   1.0737986e+01   1.2683750e+01   1.4353134e+01   1.5582047e+01   1.6961398e+01
   9.4178322e+00   1.1433134e+01   1.3833910e+01   1.6206278e+01   1.7867906e+01
