   8.6872584e+00   1.4857674e+01   1.7184625e+01   1.8563103e+01   2.0188499e+01
   6.3407568e+00   1.3469294e+01   1.6274765e+01   1.8379463e+01   1.9402224e+01
   1.2314679e+01   1.6131175e+01   1.7903510e+01   1.9169703e+01   2.0224665e+01
   5.8062117e+00   7.3364921e+00   1.1302047e+01   1.3355301e+01   1.5484179e+01
   8.0229293e+00   1.0700812e+01   1.2126386e+01   1.3538460e+01   1.4963728e+01
   1.4715847e+01   1.7485891e+01   1.8409052e+01   1.9120077e+01   1.9837271e+01
   1.2161279e+01   1.3512671e+01   1.4408852e+01   1.5543078e+01   1.6260749e+01
   1.5989187e+01   1.7840224e+01   1.8925338e+01   1.9890374e+01   2.0736913e+01
   1.2426063e+01   1.3649296e+01   1.4919683e+01   1.6500475e+01   1.7448881e+01
   4.2156545e+00   1.0043415e+01   1.1104001e+01   1.3163153e+01   1.4069215e+01
   1.1707526e+01   1.4295660e+01   1.7899362e+01   1.9411754e+01   1.9920924e+01
   1.4200630e+01   1.5113605e+01   1.5822153e+01   1.8800218e+01   2.0007800e+01
   9.5117261e+00   1.1816257e+01   1.4089952e+01   1.5699329e+01   1.7050270e+01
   8.3079781e+00   1.2529229e+01   1.4822527e+01   1.6110291e+01   1.7099808e+01
   1.4928546e+01   1.8416075e+01   2.0023435e+01   2.1210414e+01   2.2161935e+01
   9.4280599e+00   1.0583771e+01   1.1844108e+01   1.3320208e+01   1.5394214e+01
   1.2187911e+01   1.6452198e+01   1.7969823e+01   1.9001548e+01   1.9924164e+01
   1.6985152e+01   1.8435784e+01   1.9652922e+01   2.0364460e+01   2.0671225e+01
   5.0843608e+00   6.2131258e+00   6.7195109e+00   7.7343130e+00   1.2708155e+01
   8.6727673e+00   1.1226007e+01   1.2428564e+01   1.3480856e+01   1.4831127e+01
   9.0925496e+00   1.0984953e+01   1.5021751e+01   1.6662488e+01   1.7889818e+01
   1.3377484e+01   1.4313735e+01   1.4855546e+01   1.5244429e+01   1.5673951e+01
   1.1045115e+01   1.9349072e+01   2.0951227e+01   2.1617291e+01   2.2119805e+01
   9.2907391e+00   1.4480584e+01   1.9506657e+01   2.0500231e+01   2.1306899e+01
   1.0012431e+01   1.6977319e+01   1.8708501e+01   1.9864719e+01   2.0563664e+01
   1.1558722e+01   1.3116655e+01   1.4973716e+01   1.8042247e+01   1.9028579e+01
   1.0841909e+01   1.2284963e+01   1.4501982e+01   1.7060432e+01   1.9620669e+01
   7.4205375e+00   8.9951632e+00   1.0368451e+01   1.1624249e+01   1.4028766e+01
   1.6592064e+01   1.7663099e+01   1.8680404e+01   1.9392249e+01   2.0085486e+01
   1.1600136e+01   1.2789821e+01   1.3802483e+01   1.4556392e+01   1.5659735e+01
