  -8.9044855e-01  -5.9283647e-01
  -7.3497942e-01  -5.5135978e-03
  -1.0919572e+00  -1.4840172e+00
  -1.1945759e+00  -1.1675657e+00
  -8.4797234e-01  -1.2957568e+00
  -9.9842641e-01  -1.0970748e+00
  -5.7055398e-01  -8.6739395e-01
  -6.4907913e-01  -1.3379922e+00
  -8.6139957e-01  -5.1563249e-01
  -3.6772127e-01  -1.7430608e+00
  -4.2161519e-01  -1.6176408e+00
  -6.2596025e-01  -1.6709933e+00
  -8.4143455e-01  -1.2290773e+00
  -1.2238275e+00  -9.9439413e-01
  -7.9540459e-01  -4.1169142e-01
  -4.6808188e-01  -1.1113193e+00
  -4.0080157e-01  -7.1831043e-01
  -9.5966180e-01  -1.0569351e+00
  -1.2740592e+00  -1.1797492e+00
  -1.1416822e+00  -5.7351926e-01
  -1.1097125e+00  -1.0069262e+00
  -7.1532553e-01  -6.4984514e-01
  -4.7593886e-01  -8.8174822e-01
  -4.6611399e-01  -9.9930826e-01
  -2.7183429e-01  -1.6690623e+00
  -1.2666948e+00  -5.4635562e-01
  -9.6381418e-01  -9.5799204e-01
  -3.8948574e-01  -7.7357500e-01
  -6.1951577e-01  -6.7469525e-01
  -9.3288438e-01  -4.0974516e-01
  -7.5630414e-01  -1.3435249e+00
  -3.5679518e-01  -5.0967788e-01
  -2.0728274e-01  -6.8120378e-01
  -6.4981508e-01  -4.7250815e-01
  -7.2173388e-01  -1.6508537e+00
  -5.1624881e-01  -1.1286512e+00
  -3.2199759e-01  -2.0389384e+00
  -1.5099904e+00  -9.2118411e-01
  -2.7933079e-01  -4.5881073e-01
  -4.9520444e-01  -9.4514532e-01
  -4.2882180e-01  -6.2521979e-01
  -4.2882180e-01  -6.2521979e-01
  -1.9377368e-01  -1.1164213e+00
  -8.3314725e-01  -5.3693250e-01
  -1.4505358e+00  -1.0373080e+00
  -3.7358729e-01   5.5218758e-01
  -5.6930100e-01  -2.8346729e-01
  -2.1255998e-01  -8.3030199e-01
  -1.1208505e+00  -4.8058135e-01
  -4.8156070e-01  -1.3224884e+00
  -2.8732324e-01  -1.5889173e+00
  -7.9207417e-01   3.2409312e-02
